title,img,latestChapter,rating,src,id,titleId,description,authors,genres,lastUpdated,views
Perspective Of Immortal Docter,/mangaimage/manga-gl984020.jpg,Chapter 2,4.83,/manga/manga-gl984020,manga-gl984020,Perspective Of Immortal Docter,"Perspective of immortal docter summary is updating. Come visit MangaNato.com sometime to read the latest chapter of Perspective of immortal docter. If you have any question about this manga, Please don't hesitate to contact us or translate team. Hope you enjoy it.",连载中,Action|Comedy|Fantasy|Harem|Webtoons,2019-12-24 12:33,96900.0
Isekai Kenkokuki,/mangaimage/manga-ae977661.jpg,Chapter 65,4.9,/manga/manga-ae977661,manga-ae977661,Isekai Kenkokuki,"A protagonist reborn in another world. Apparently he had been reincarnated as an abandoned child. Before his eyes were abandoned children like him. In order to survive, he led them into farming. Little by little, orphans gathered, and upon hearing rumors of a village, others began to migrate. The group that had been nothing but children had become a village before anyone realized. And then various countries in the surroundings started to have an eye on it… This is the epic tale of the man who would later be known as the Divine Emperor.",Sakuragi Sakura,Action|Fantasy|Romance|Seinen|Supernatural,2024-04-01 01:08,96800000.0
Float City,/mangaimage/manga-do981297.jpg,Chapter 5,4.67,/manga/manga-do981297,manga-do981297,Float City,"""Country of East"" are known for their dictatorship and malicious human experiment towards the underground citizens, while the ""Country of West"" who speaks ""democracy"" are notorious for sending their people to the battlefield in the name of freedom. After two great wars that devastated both countries, another one will soon be enacted, which now also joined by several revolutionary armies. Our main character is Leo who seeks for his son while being accompanied by a former imperial slave who had lost both her hands and feet.",Hero Changpan,Action|Adventure|Fantasy,2019-03-27 16:12,96800.0
I'm The Great Immortal,/mangaimage/manga-gc983811.jpg,Chapter 626,4.27,/manga/manga-gc983811,manga-gc983811,I'm The Great Immortal,"The previous life was a peerless genius in the world of immortality. He was killed by 3 celestial beings. He was accidentally reborn to his 20s by the book of heaven. All he wanted to do was to become an immortal and return to the immortal world, and he became the strongest man on the earth, turning his hands into clouds and covering his hands with rain, provoking anyone who defies him! He is the venerable one! The ruler of 3000 worlds! The guy who is 10 000 times better than Thanos! He is Taixuan Taizun! The Great Immortal!",June Snow Studio,Action|Harem|Martial arts|Shounen|Webtoons|Isekai,2024-04-11 20:09,96700000.0
Depravity,/mangaimage/manga-dj980666.jpg,Chapter 5,4.5,/manga/manga-dj980666,manga-dj980666,Depravity,"My first words when I saw my dad as a baby? ""F**k.""I don't know why, but I've always wanted to kill him... What's his dark secret?!",Oayo,Action|Drama|School life|Webtoons,2019-01-16 20:03,96700.0
Grumble,/mangaimage/manga-ag953963.jpg,Vol.1 Chapter 8 : Koshi The Genius.,4.43,/manga/manga-ag953963,manga-ag953963,Grumble,"On an alternate Earth in the not too distant future, a monster is found by 2 kids, and shortly after a 3rd friend joins the group. It's a story about the monsters journey through life as he tries to find out who and what he is...and about his true destiny.https://www.facebook.com/grumblemanga?ref=hl",Nick Reid,Action|Adventure|Comedy|Sci fi,2017-12-31 20:54,96600.0
Let's Bible,/mangaimage/manga-vp958750.jpg,Chapter 4,4.8,/manga/manga-vp958750,manga-vp958750,Let's Bible,"Vulcan Markovic lives in a small fishing village in Croatia. He has only two things on his mind--designer goods and losing his virginity. When an indescribably beautiful girl shows up asking for directions to Heaven's Gate, Vulcan takes his first step into ""thrilling world-salvation action!!""",Youn In-Wan,Action|Comedy|Seinen|Supernatural,2016-01-20 13:08,96400.0
Arcana 06 - Special Forces / Teams,/mangaimage/manga-bw979231.jpg,Vol.6 Chapter 16: Pledge Of The Ox,3.0,/manga/manga-bw979231,manga-bw979231,Arcana 06 - Special Forces / Teams,"The Zero-Sum Original Anthology Series features themed oneshots from various mangaka that publish in Ichijinsha's Zero-Sum and Ward magazines. Volume 6 theme: special forces and teams.1. Soraharo! She Came from the Sky by Mikawa Verno2. Monarch Sacred by Seno Tatsune & Takamiya Aya3. Villains by Amamiya Azusa4. Team ♥ Funyapara by Yoneyama Setsuko5. WR by Asahina Asato6. Mushroom and Kappa by Magami Guriko7. Frightening Eccentric by Sakamaki Yukisato8. Talking Gap by Kisaragi Yoshinori9. Hero Biography - Blazer 3 by Igarashi Ran10. Vermilion by Tokitoh Kanade11. Please, Mr Hero! by Usaki Hitomi12. Shinobi Level 1 by Aotsuki Yuzu13. ♥ 1st year ♥ Ninja by Saeki Yashiro14. Rock x Rock Days by Mitsu Nanae15. Twins Pocky by Serikawa Mame16. Pledge of the Ox by Kayase Shiki17. L x L by Shindou Arashi",Igarashi Ran,Nanae Mitsu|Yukisato Sakamaki|Shiki Kayase|Tatsune Seno|Action|One shot,2018-07-02 13:14,96300.0
Slayers Evolution-R,/mangaimage/manga-mv957804.jpg,Vol.1 Chapter 5.5 : Epilogue,5.0,/manga/manga-mv957804,manga-mv957804,Slayers Evolution-R,"The continuation of Slayers Revolution. After the defeat of Zanaffar, Lina, Gourry, Zelgadis, Amelia, and Pocota, the prince of Taforasia, continue their hunt for Rezo’s urn, each with their own motivations for doing so. Pocota to revive his people from Rezo’s well-intentioned sleeping spell, and Zelgadis to regain his former body. However, something deeper is circling around the intrigue behind Rezo’s urn, and all will come to a head in the bustling city of Vezendi……",Hyouju Issei,Action|Adventure|Comedy|Fantasy,2016-01-21 10:32,96200.0
Hero Hearts,/mangaimage/manga-ls963001.jpg,Vol.1 Chapter 2 V2 : Love Has Awakened,4.6,/manga/manga-ls963001,manga-ls963001,Hero Hearts,"Amamiya is a pure-hearted high school student who loves girls who play sports. One day, a strange monster attacks his school. Amamiya is saved by a mysterious person claiming to be a ""Hero of Justice""... Now they have to search for the ""Hero Parts"" that have been scattered all over the world!",Haruhara Robinson,Action|Adventure|Comedy|Romance|Supernatural,2017-12-23 19:35,96200.0
Dilan: The Chronicles Of Covak,/mangaimage/manga-zt976428.jpg,Chapter 8 : 08 The Warrior S Heart,4.25,/manga/manga-zt976428,manga-zt976428,Dilan: The Chronicles Of Covak,"The Chronicles of Covak tells the story of the early days of the continent of Adina through the eyes of Dilan, prince of the Timeidans.",Daniel Penagos,Oscar Torres|Sebastian Amaya|Action|Fantasy|Webtoons,2017-12-31 05:57,96100.0
Destiny's Hand,/mangaimage/manga-fi959717.jpg,Vol.2 Chapter 7 : Josiah S Folly,5.0,/manga/manga-fi959717,manga-fi959717,Destiny's Hand,"A pirate ship that cannot be sunk led by a dying Captain who will not give up. His final wish before he dies is to find the legendary Devil's Eye. And who does he appoint to lead his fearless crew in search of the lost treasure, but Olivia Soldana, a brash 16-year-old girl who can outdo any man.",Nunzio Defilippis,Christina Weir|Action|Adventure,2016-01-20 13:04,96100.0
The Chronicle Of Seven,/mangaimage/manga-mb964058.jpg,Vol.1 Chapter 6 : Felidae Sword,5.0,/manga/manga-mb964058,manga-mb964058,The Chronicle Of Seven,"A journey of Araeh and his best friend to search the seven weapon of seven stone that has been spread into Havork. They meet a lot friends, and fight together.",Brian Tizi,Action|Adventure|Comedy|Drama|Fantasy|Romance|Shounen,2016-01-20 12:28,96100.0
Tokyo Gareki Shoujo,/mangaimage/manga-qh993790.jpg,Chapter 20,3.29,/manga/manga-qh993790,manga-qh993790,Tokyo Gareki Shoujo,"Tokyo Gareki Shoujo manga, Tokyo Rubble Girl, Tokyo Demon Bride Story , Dai Tokyo Oniyomeden ; Dai Toukyou Oniyome-den",Yamakusa Yuu,Action|Adventure|Drama|Horror,2023-01-31 13:19,96100.0
Magical Lollipop,/mangaimage/manga-pf966388.jpg,Chapter 3 : Internet Generation,4.69,/manga/manga-pf966388,manga-pf966388,Magical Lollipop,"Ichigo, a normal middle school girl, is approached one day by a strange talking animal. The animal claims to be from the 26th century and needs her help to get back there. It wants Ichigo to become a magic girl, using a futuristic toy, and build up enough magic power to send it on its way!",Kuroha,Action|Fantasy,2016-01-21 11:43,95000.0
Boku To Mimoza No 75-Nichi,/mangaimage/manga-xe1000561.jpg,Vol.3 Chapter 15: Hematoma And Eternity,3.67,/manga/manga-xe1000561,manga-xe1000561,Boku To Mimoza No 75-Nichi,"Rindou Shuuto is the son of Yakuza boss Rindou Takeshi, the brutal and voracious head of the Rindou-gumi. Takeshi is likewise a heartless and abusive parent, very much angered by his son's timid nature, but Shuuto finds comfort in the companionship of his new bodyguard, the beautiful and mysterious Mimosa; whom he dubs as his ""older sister"". Later though, Shuuto walks in on his father apparently forcing himself onto Mimosa. Reaching his limit, Shuuto violently attacks his father with a knife, but it's Mimosa who swiftly finishes off the crime lord, protecting the young man. The two proceed to go on the run together....",Oniyama Mizuki,Action|Drama|Mystery|Shounen|Tragedy,2024-04-06 11:28,95000.0
Shirayukihime To 7-Nin No Shuujin,/mangaimage/manga-au959229.jpg,Chapter 33 : Trust 6,4.68,/manga/manga-au959229,manga-au959229,Shirayukihime To 7-Nin No Shuujin,"Our protagonist, Shakudou Takeru wakes up in a pile of debris. Before him, is a Tokyo completely unknown to him, ruled by people clothed in military uniforms...",Yabuguchi Kuroko,Action|Fantasy|Romance|Seinen|Supernatural,2018-07-10 11:38,957600.0
Cell,/mangaimage/manga-oc992311.jpg,Chapter 70,3.85,/manga/manga-oc992311,manga-oc992311,Cell,"Unpredictable superpowers suddenly arrived one day.Wi Sang-Woo, a young teen with a bleak future acquires a useless power!but, will it really stay useless?",강형규,Action|Comedy,2024-03-11 15:32,956200.0
The Rapeman,/mangaimage/manga-fc982485.jpg,Chapter 16: Yumi,2.18,/manga/manga-fc982485,manga-fc982485,The Rapeman,"The main character and “anti-hero”, The Rapeman, is a high school teacher by day and dispenses his surreal brand of “justice” at night under the business “Rapeman Services”, which is co-run with his uncle, a former surgeon. He uses rape as his weapon. The business' motto is “Righting wrongs through penetration”.Clients call on The Rapeman to handle cases such as the revenge of a jilted lover, forming parental bonds through a traumatic crisis, making disruptive co-workers more docile and other things of that nature. When engaged in his night trade, The Rapeman wears a black leather ski mask shaped like the head of a penis but no trousers or underwear. In the middle of a rape, if the woman became unresponsive or appeared to be enjoying the violation, he would use a “special technique” such as “M69 Screwdriver” or “Infinite Loop” to apply more pain to the victim. He sometimes has regrets for the contracts he fulfills, but he always does the job.",Keiko Aisaki,Shintaro Miyawaki|Action|Comedy|Drama|School life|Seinen|Smut,2020-08-09 10:16,955800.0
Sword Art Online: Hollow Realization,/mangaimage/manga-du980503.jpg,Vol.1 #03: Return Of The A,4.18,/manga/manga-du980503,manga-du980503,Sword Art Online: Hollow Realization,"A manga adaptation of the popular game, Hollow Realization takes place in the VRMMORPG game Sword Art: Origin and sees Kirito and friends traversing the land of Ainground, a rebuild of Aincrad, when they meet a mysterious NPC girl named Premiere who hasn’t been coded into the game. Vowing to protect her, they search to uncover the truth of her null coding while also contending with players who want to erase her existence from the game.",Reki Kawahara,Tomo Hirokawa|Action|Adventure|Fantasy|Harem|Romance|Sci fi|Seinen,2018-12-25 14:58,955600.0
The Sky Prison: Avalon,/mangaimage/manga-fq982699.jpg,Chapter 22: Departure [End],4.77,/manga/manga-fq982699,manga-fq982699,The Sky Prison: Avalon,The soviet interstellar fleet is heading to a new world for humans to settle. Our protagonist has a goal. He is doing his best to become a part of the ruling class on the yet to be colonized planet while his peers are having fun in the Simulated Reality. But something wrong happens on the way there.,Fujisawa Noriyuki,Toshikiri Hamamura|Action|Fantasy|Sci fi|Seinen,2023-03-04 13:46,954800.0
My Eternal Reign,/mangaimage/manga-uj997644.jpg,Chapter 23,4.15,/manga/manga-uj997644,manga-uj997644,My Eternal Reign,"The world was suddenly attacked by a dungeon phenomenon. Mankind was able to overcome this disaster due to the Awakeners who could control the Gate Cards that had appeared along with the dungeons. In the midst of that, Okita Hikaru, someone who was barely able to qualify as an Awakener, was being oppressed by the Elite Awakeners in a company that dealt with dungeon capturing as a business. One day, after he was driven to the brink of death by a fierce dungeon monster and a despicable betrayal, Okita obtained a power beyond what humans could comprehend, one that allowed him to infinitely manipulate Gate Cards. Okita, who has become the strongest being that transcends the laws of this world, will never end his counterattacking turn against those who have oppressed him!",Otcl,Action|Adventure|Drama|Fantasy|Supernatural,2024-04-11 04:08,954500.0
Try Me Again If You Dare!,/mangaimage/manga-ka988109.jpg,Chapter 43,4.43,/manga/manga-ka988109,manga-ka988109,Try Me Again If You Dare!,"Special Ops 500 accidentally teleported to a RPG world, he has to defeat all 8 demon kings to break the curse of the goddess and go back home. Unfortunately, the main character got a bug with his system and only has 1 damage and 99999 defense, he does everything he can to get rid of his curse and does everything to go back home and decides to break through every obstacle he comes across.",Pxc,Action|Adventure|Fantasy,2024-01-06 00:27,954400.0
Buta No Fukushuu,/mangaimage/manga-wt1000202.jpg,Vol.5 Chapter 19: Those Who Should Survive,4.23,/manga/manga-wt1000202,manga-wt1000202,Buta No Fukushuu,"Before successfully being able to commit suicide, Takeshi Hirota, a bullied high school boy is transported to another another world where he is accepted by the orcs due to his appearance.",Nitou Sau,Action|Drama|Fantasy|Seinen|Supernatural|Tragedy|Isekai,2024-04-12 22:55,954400.0
Mahou Shoujo Madoka★Magica,/mangaimage/manga-pd966360.jpg,Vol.3 Chapter 12 : My Best Friend [End],4.7,/manga/manga-pd966360,manga-pd966360,Mahou Shoujo Madoka★Magica,"There exist familiars who have the power to grant one wish to a chosen girl. However, in return that girl must then become a magical girl and fight against witches, evil creatures born from curses that are responsible for murders and suicides. A schoolgirl named Madoka Kaname and her friend Sayaka Miki are approached by a familiar named Kyubey and a magical girl named Mami Tomoe with offers of becoming magical girls. Another mysterious magical girl named Homura Akemi tries to prevent Madoka from agreeing to the contract.Spin-Offs:> Mahou Shoujo Kazumi★Magica - The Innocent Malice( http://mangapark.com/search?q=mahou-shoujo-kazumi-magica-the-innocent-malice )> Mahou Shoujo Madoka★Magica ~The different story~( http://mangapark.com/search?q=mahou-shoujo-madoka%E2%98%85magica-the-different-story )> Mahou Shoujo Oriko★Magica( http://mangapark.com/search?q=mahou-shoujo-oriko-magica )> Gekijouban Madoka Magica Magica - [Shinpen] Hangyaku no Monogatari ( http://mangapark.com/search?q=gekijouban-madoka-magica-magica-shinpen-hangyaku-no-monogatari )Anthologieshttp://wiki.puella-magi.net/Puella_Magi_Madoka_Magica_Anthology_1http://wiki.puella-magi.net/Puella_Magi_Madoka_Magica_Anthology_2",Magica Quartet,Action|Comedy|Drama|Fantasy|Horror|Psychological|School life|Supernatural,2016-01-21 11:39,953000.0
Grimm & Gritty,/mangaimage/manga-cl979620.jpg,Chapter 21: Their Story,4.38,/manga/manga-cl979620,manga-cl979620,Grimm & Gritty,"The manga stars Shinra Touya, a high school student attacked one night by a fairy tale monster. The girl who comes to his rescue is Alisha, a famous idol, dressed for battle.",Miyama Yuuki,Action|Adventure|Comedy|Drama|Fantasy|Romance|Shounen,2019-04-22 07:49,953300.0
Sword Art Online - Girls Ops,/mangaimage/manga-mc963411.jpg,Chapter 23,4.53,/manga/manga-mc963411,manga-mc963411,Sword Art Online - Girls Ops,Follows the heroines from the Aincrad arc through their various adventures in the real world at the SAO Survivor School and in the virtual world of ALfheim Online.,Kawahara Reki,Action|Adventure|Comedy|Fantasy|Sci fi|Shounen,2019-12-10 12:49,953100.0
Fluctuations Of The Hit Man S,/mangaimage/manga-jp986698.jpg,Chapter 10: Attire,4.54,/manga/manga-jp986698,manga-jp986698,Fluctuations Of The Hit Man S,"""I'm sure we'll get the target we're after.""Shotaro, a ruthless killer, code name ""S"".But one day, the target is the leader of the ""Waruiyogumi"" gang's only daughter - Furukawa, 17 years old.The moment he points the muzzle at her, he feels something he never felt before! Shotaro feels his heart grow...A genius killer, now a young girl's bodyguard?The heartful killer comedy begins.",Funamoto Erika,Action|Comedy|Romance|Shounen,2021-11-24 03:48,951000.0
Gyeoggi 3 Ban,/mangaimage/manga-ce979913.jpg,Chapter 92,4.16,/manga/manga-ce979913,manga-ce979913,Gyeoggi 3 Ban,"A world in which Korea is the global capital of combat sports. At Nam-Il High School where the best and most talented students of martial arts reside, Jiu Ji-Tae suddenly finds himself thrust into their midst despite being a total weakling.By neutralising his physical shortcomings through jiu-jitsu, can he rise to the top of the fight classes?",2Hakkk,Action|Martial arts|School life|Seinen|Sports|Manhwa,2023-02-21 13:24,951800.0
Spy High School,/mangaimage/manga-jf986788.jpg,Chapter 162,3.85,/manga/manga-jf986788,manga-jf986788,Spy High School,"MC’s father, the principal of a mysterious high school, had to let him take over his position for some reasons. So he was transferred to this high school for girls who trained spies. Can MC be able to resist the temptation from outside and shoulder the responsibility of rectifying the messy situation?",Updating,Action|Comedy,2020-09-29 14:11,950000.0
Honoo No Tenkousei,/mangaimage/manga-me952613.jpg,Vol.12 Chapter 118,4.71,/manga/manga-me952613,manga-me952613,Honoo No Tenkousei,"Noboru Takizawa is your normal student. However upon being transferred to a new school the first thing that happens is that he steps on a land mine! From that point on, he fights against the hall monitor and gets past him. In the turmoil of it all, he meets the lovely Yukari and befriends her. Later on, he meets Ibuki, who later becomes his rival to win Yukari's heart.

It turns out that the school Takizawa has transferred to is trying to tyrannize the students of the class he's entered. It is now his job to try and help them out and keep their class! He does this by trying his best in showing the class has potential in a sports festival at the school. Meanwhile in the background, Takizawa's father is setting the teacher's straight and making them stop their evil ways.

The basic plot is that Takizawa transfers to schools where the teachers have messed up methods to deal with students, or schools where there are obscure and crazy rules. His father accompanies him and pretends to be one of the teachers to try and sneak up on the evil or corrupt teachers and end their tyranny.",Shimamoto Kazuhiko,Action|Comedy|Martial arts|School life|Shounen|Sports,2016-01-20 10:53,950500.0
Classmate To Meikyuu No Futekisetsu Na Kouryakuhou,/mangaimage/manga-ye953787.jpg,Vol.6 Chapter 26.5: A Story That's Improper For The Main Story?,4.6,/manga/manga-ye953787,manga-ye953787,Classmate To Meikyuu No Futekisetsu Na Kouryakuhou,"From MangaHelpers & Kirei Cake:It has been decided that Nishi High will close in two years time. Since then, the student population had dropped to a total of only seven. Hazakura Motoya, one of the remaining students, decides to stay for the free ride through high school.Suddenly, everyone is shocked when they receive three new transfer students, Kayama, Mizumura, and Toujou, girls who are actually members of a special military division.Soon after, Motoya and the three girls witness a giant tower suddenly appearing on school grounds. Motoya is chosen by destiny to enter the tower with the girls in order to uncover the mysteries of the tower.",Konya Yukio,Action|Mystery|Romance|Shounen|Supernatural,2020-07-02 08:04,950500.0
A Midsummer Night's Dream,/mangaimage/manga-wm953569.jpg,Chapter 5 : End,5.0,/manga/manga-wm953569,manga-wm953569,A Midsummer Night's Dream,"A collection of oneshots. 1st Story: Mountain Love - A story of a girl, who is under stress to get into a medical school and one day, falls in love with her doctor. 2nd Story: A Mermaid is Singing - A story of a boy, who tries to commit suicide (because of certain medical reasons) and a girl who tries to stop him. 3rd Story: Autumn Night's Dream - A story of an architect and a girl who helps him to realise his real dream. 4th Story: ECHO - A story about a girl who knows the people who killed their class president but is unable to express her own thoughts. 5th Story: The Sleeping Time Paradox",Huang Jia Li,Action|Romance|Shoujo|Supernatural|Tragedy,2016-01-20 14:32,95900.0
Shirogane No Ou,/mangaimage/manga-nj964792.jpg,"Vol.1 Chapter 6 : ""the Crown""",5.0,/manga/manga-nj964792,manga-nj964792,Shirogane No Ou,"A lone mercenary traveling in a foreign land is forced to participate in a street brawl, fighting back-to-back with a gun-toting man wearing a pelt around his shoulders. When they emerge from the attack unscathed, the man orders him to become his bodyguard.Only then does the mercenary-turned-bodyguard learn a surprising fact - this spirited fighter is the King; and between near-daily assassination attempts and His Majesty's obvious disdain for him, his life at the palace is not an easy one.But eventually, the bodyguard begins to realize that there is a reason behind the King's arrogant demeanour - one which he becomes determined to find out. Still... how can he protect a man who doesn't want to be protected?",Aoto Takane,Action|Fantasy|Historical,2016-01-20 13:57,95900.0
Mobile Suit Gundam Seed,/mangaimage/manga-ks961527.jpg,Vol.1 Chapter 4 : Phase 04: Phase-Shift Down,5.0,/manga/manga-ks961527,manga-ks961527,Mobile Suit Gundam Seed,"beginnning with the Bloody Valentine War between Earth and the colonies,On one side is the Earth Alliance, and on the opposite is the space colonies that form ZAFT (Zodiac Alliance of Freedom Treaty). Mankind is divided over human genetic engineering, with normal humans known as ""Naturals"" and the genetically altered humans known as ""Coordinators"".While ZAFT has a head start on mobile suit design, the Earth Alliance quickly catches up with its five prototype Gundams. With ZAFT having stolen four of the prototypes, young Coordinator Kira Yamato pilots the GAT-X105 Strike Gundam and is forced to fight his old friend Athrun Zala. Little do they know that there exist sinister forces working to bring about events that go far beyond their worst nightmares.-Taken From Wikipedia",Yatate Hajime,Action|Adventure|Drama|Mature|Psychological|Romance|Sci fi|Shounen,2016-01-20 09:28,95900.0
Blazblue: Wheel Of Fate,/mangaimage/manga-sf970262.jpg,Chapter 4 : No Memories,4.67,/manga/manga-sf970262,manga-sf970262,Blazblue: Wheel Of Fate,"Ragna the Bloodedge is a wanted criminal with an extraordinarily large bounty on his head (well in the trillions) for attempting to destroy the Novus Orbis Librarium, and is Jin and Saya's older brother.In December AD 2199, several years after the Second War of Magic, a branch of the NOL was utterly destroyed by an SS-class rebel named ""Ragna"" also known as the ""Grim Reaper"", in an attempt to destroy the Librarium. The NOL, hoping to stop him, immediately announced the largest bounty ever, available to anyone who could capture him. Interestingly, Ragna possesses a powerful form of Ars Magus known as the ""Azure Grimoire."" This led the NOL, as well as the other fighters, to hunt Ragna not just for his bounty, but also his Azure Grimoire.",Yoshioka Sakaki,Arc System Works|Mori Toshimichi|Action|Shounen,2016-05-17 07:43,95900.0
Blue Nathanael,/mangaimage/manga-jr960152.jpg,Chapter Outomaraseru : Blue Nathanael [Complete],4.7,/manga/manga-jr960152,manga-jr960152,Blue Nathanael,"From Choutomaraseru:An injured soldier on an alien world is rescued/captured by a soldier from the other side of the conflict.~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~A soldier from one side of the war is injured and the only survivor out of his troop mates. After he passes out, an enemy picks him up a treats his wounds, forming a bond with each other. After they separate, troop members from town see the soldier but when they reunite, the soldier's enemy/friend ambushes them. Will their friendship stop the fight?",Inariya Fusanosuke,Action|Doujinshi|Drama|One shot|Sci fi|Shounen ai,2018-01-08 02:52,95900.0
Estea: Hajimari No Mahou Wo Tsugu Mono,/mangaimage/manga-ta996835.jpg,Chapter 5,4.58,/manga/manga-ta996835,manga-ta996835,Estea: Hajimari No Mahou Wo Tsugu Mono,"A wand and a spell. Those are the tools that are needed for mages to perform miracles. But people have made “magic-enhancing apparatuses” with their technology, and the old robe-wearing mages are a thing of the past.The main character, Estea, is a mage who grew up in the backwaters of the countryside. She was trained from a young age by her grandmother, a woman who valued tradition, Estea, however, is so clumsy that she cannot even master rudimentary magic.She had given up on herself completely, but upon leaving her hometown and entering into a magic school in the city, she is caught up in a mission that all mages must take up - a battle to protect the world.Spirits? An abandoned city?An adventure of miracles and curses begins.",Fuzi,Action|Adventure|Fantasy|Shounen,2023-09-11 08:08,95900.0
Max Level Returner,/mangaimage/manga-jy987133.jpg,Chapter 200,4.34,/manga/manga-jy987133,manga-jy987133,Max Level Returner,"The world falls into a state of panic when 120 million players of a popular VR game, Eternal World, vanish without a trace one day. A few months later, they begin returning one by one after dying in the game. But they’re not the only ones to make it back—monsters also start to appear and wreak havoc on Earth. All hope seems lost until the Masked Monarch, the most powerful player of Eternal World, returns. He quickly assembles his old team back together to defeat the beasts and the nefarious Demon King once and for all. But man-made weapons are useless against the enemies they must fight, and players are struggling to level up without the game’s special items or rewards. The Masked Monarch has a few tricks up his sleeve, but will they be enough to save the world?- >(https://webtoon.kakao.com/content/%EB%82%98-%ED%98%BC%EC%9E%90-%EB%A7%8C%EB%A0%99-%EA%B7%80%ED%99%98%EC%9E%90/2431)",Honey (허니),Anaziro (이지득)|Action|Adventure|Drama|Fantasy|Supernatural|Isekai,2023-08-22 12:03,95800000.0
Aterui Ii-Sei,/mangaimage/manga-ln960322.jpg,Chapter 006 : One Shot,4.77,/manga/manga-ln960322,manga-ln960322,Aterui Ii-Sei,"Aterui II-sei summary is updating. Come visit MangaNato.com sometime to read the latest chapter of Aterui II-sei. If you have any question about this manga, Please don't hesitate to contact us or translate team. Hope you enjoy it.",Takahashi Katsuhiko,Action|Martial arts|Shounen|Supernatural,2018-01-09 20:52,95800.0
Kamen Rider Zo,/mangaimage/manga-mj963466.jpg,Vol.1 Chapter 5 : Postscript Osamu Tenka Story Postscript,5.0,/manga/manga-mj963466,manga-mj963466,Kamen Rider Zo,"Based on the live action movie. Masaru Aso has gone missing from the public, due to being used as a genetic experiment by Doctor Mochizuki in order to create a perfect lifeform. Aso goes to hide in the forests before he was summoned to save Dr. Mochizuki's son, Hiroshi, from being targeted by monsters from Neo Organism.",Ishinomori Shotaro,Action|Adventure|Horror|Sci fi|Seinen,2016-01-20 11:26,95800.0
Kamisama Game,/mangaimage/manga-nl964994.jpg,Vol.2 Chapter 6 : Fate's Flag,5.0,/manga/manga-nl964994,manga-nl964994,Kamisama Game,"From Storm in Heaven:Akiba Takara, top student and vice-president of Kanou High's student council, has it all going for him. Or so it seems. Cursed by the goddess Kanou to remain in Kanou City until he fulfills a hundred people's wishes, Akiba's dream to control the world is in jeopardy. Then one day, Akiba and his council receive a strange task -- to find the god hidden in their school within one month, or perish together with the rest of the world. Will they find the god in time? Or will they be wiped out, along with Akiba's grand ambitions? Now let the game begin...",Miyazaki Shuu,Action|Drama|Romance|Shoujo|Supernatural,2016-01-20 14:41,95800.0
Gisho Getter Robo Dash,/mangaimage/manga-xc974911.jpg,Vol.1 Chapter 2 : The Power Of Three,5.0,/manga/manga-xc974911,manga-xc974911,Gisho Getter Robo Dash,"Gisho Getter Robo Dash summary is updating. Come visit MangaNato.com sometime to read the latest chapter of Gisho Getter Robo Dash. If you have any question about this manga, Please don't hesitate to contact us or translate team. Hope you enjoy it.",Ishikawa Ken,Nagai Go|Nishikawa Hideaki|Action|Mecha|Sci fi|Seinen,2017-02-06 17:47,95800.0
Arcana 10 - Conflict / Secret Societies,/mangaimage/manga-cy980133.jpg,Vol.10 Chapter 11: A Promise,4.43,/manga/manga-cy980133,manga-cy980133,Arcana 10 - Conflict / Secret Societies,"The Zero-Sum Original Anthology Series features themed oneshots from various mangaka that publish in Ichijinsha's Zero-Sum and Ward magazines. Volume 10 theme: Conflict and Secret Societies.1. Ranpo-sensei Laughs Like This by Takayama Shinobu2. Secret Mission by Saeki Yashiro3. Fang by Kawazoe Mariko & Nakamura Sachiko4. Black Swastika Army by Katagiri Ikumi5. Mushroom and Kappa - A Fierce Conflict of Honourable Men by Magami Guriko6. Boys’ Cavalry by Kayase Shiki7. Rindou by Asada Yasuka8. Hideout by Sekka9. Un Orso by Mizuhara Kenta10. Be Enthusiastic, Father! by Inui Miku11. A Promise by Seno Tatsune & Takamiya Aya12. Let’s Meet at the Secret Society by Kinoshita Sakura13. Will O' the Wisp by Kouzuki Leo14. The Village of the Secret Agreement by Ueda Shinshu15. At the End of an Endless Desire by Akai Higasa16. Demon King Time by Kanou Ruri17. Messenger of Justice ★ Moonlight Organisation by Usaki Hitomi",Anthology,Takayama Shinobu|Inui Miku|Katagiri Ikumi|Mizuhara Kenta|Kinoshita Sakura|Akai Higasa|Akanatsu|Nakamura Sachiko|Kawazoe Mariko|Asada Yasuka|Magami Guriko|Kouzuki Reo|Kanou Ruri|Action|Drama|Josei|Tragedy,2018-10-28 23:38,95700.0
Melody Drifting In The Rain,/mangaimage/manga-kp961472.jpg,Vol.1 Chapter 4,4.27,/manga/manga-kp961472,manga-kp961472,Melody Drifting In The Rain,"After the death of the Emperor, the country of Li is plunged into civil war. In order to save his brother's forces from imminent defeat, Xueya, 7th prince of the realm, enters into a marriage with the feisty pirate princess Jin Bi Hui. Will her reinforcements arrive in time to turn the tide? Will this political marriage survive? What would Bi Hui do if she found out Xueya's heart belonged to another?",Cang Yue,Action|Drama|Historical|Martial arts|Romance|Shoujo,2016-01-20 09:19,95700.0
